,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode
59779,JINX,M,02/01/2015,english_springer,Queens,11385.0
59780,K-C,M,08/01/2004,saint_bernard,Brooklyn,11221.0
59781,SIMBA,M,12/01/2007,italian_greyhound,Manhattan,10016.0
59782,SIGRID,F,01/01/2016,komondor,Staten Island,10304.0
59783,SHADOW,F,09/01/2012,giant_schnauzer,Queens,11428.0
59784,SAWYER,M,12/01/2013,appenzeller,Manhattan,10128.0
59785,SAVARIN,M,09/01/2007,german_short-haired_pointer,Manhattan,10016.0
59786,SAZ,M,12/01/2015,scottish_deerhound,Queens,11379.0
59787,SCARLETT,F,11/01/2011,scotch_terrier,Brooklyn,11209.0
59788,MONKEY,M,09/01/2013,bernese_mountain_dog,Manhattan,10009.0
59789,MONACO ,F,12/01/2015,chihuahua,Manhattan,10023.0
59790,BLUE ,M,05/01/2013,japanese_spaniel,Brooklyn,11239.0
59791,GUNTHER,M,11/01/2015,welsh_springer_spaniel,Queens,11378.0
59792,HARLEY ,F,12/01/2008,lhasa,Staten Island,10312.0
59793,HAPPY,M,06/01/2004,bouvier_des_flandres,Manhattan,10021.0
59794,BISCUIT,F,03/01/2014,rottweiler,Manhattan,10040.0
59795,BLITZ,M,03/01/2013,dandie_dinmont,Staten Island,10308.0
59796,BLU,F,05/01/2015,rhodesian_ridgeback,Manhattan,10012.0
59797,BLUE,F,05/01/2010,chow,Brooklyn,11218.0
59798,BLU,M,11/01/2014,samoyed,Queens,11423.0
59799,HENRY,M,06/01/2011,irish_water_spaniel,Brooklyn,11216.0
59800,MADISON,F,04/01/2012,silky_terrier,Brooklyn,11205.0
59801,MARTIN,M,11/01/2008,afghan_hound,Manhattan,10128.0
59802,TROTTER,M,11/01/2009,sealyham_terrier,Manhattan,10065.0
59803,REX ,M,10/01/2004,italian_greyhound,Queens,11370.0
59804,RAIDER,M,07/01/2008,entlebucher,Queens,11420.0
59805,UNKNOWN,F,01/01/2016,old_english_sheepdog,Queens,11385.0
59806,UNKNOWN,F,01/01/2016,airedale,Brooklyn,11236.0
59807,UNKNOWN,F,08/01/2011,maltese_dog,Staten Island,10301.0
59808,UNKNOWN,F,08/01/2015,border_collie,Brooklyn,11215.0
59809,TRUDY ,F,01/01/2014,kuvasz,Manhattan,10025.0
59810,UMA,F,03/01/2008,norwegian_elkhound,Brooklyn,11205.0
59811,BEN,M,09/01/2009,great_dane,Staten Island,10301.0
59812,DORITO,M,09/01/2014,bernese_mountain_dog,Queens,11369.0
59813,DOZER,M,11/01/2011,scotch_terrier,Brooklyn,11228.0
59814,DUNCAN,M,12/01/2015,staffordshire_bullterrier,Manhattan,10026.0
59815,DUKE,M,12/01/2012,miniature_poodle,Queens,11364.0
59816,BELLA,F,12/01/2013,affenpinscher,Staten Island,10308.0
59817,LYALYA,F,06/01/2015,ibizan_hound,Brooklyn,11223.0
59818,LUNA ,F,10/01/2013,boston_bull,Queens,11370.0
59819,LUCY,F,03/01/2009,silky_terrier,Brooklyn,11249.0
59820,EMILY,F,11/01/2007,saluki,Queens,11357.0
59821,EMMA,F,08/01/2015,bluetick,Manhattan,10017.0
59822,LUCKY,M,02/01/2013,malamute,Manhattan,10023.0
59823,ELEANOR ,F,01/01/2011,great_pyrenees,Manhattan,10025.0
59824,EDDIE,M,08/01/2007,old_english_sheepdog,Queens,11432.0
59825,ELPHY,F,01/01/2005,bernese_mountain_dog,Manhattan,10025.0
59826,ELOISE,F,03/01/2004,japanese_spaniel,Manhattan,10007.0
59827,MACBETH,M,03/01/2009,kuvasz,Manhattan,10031.0
59828,MACK,M,02/01/2013,greater_swiss_mountain_dog,Brooklyn,11222.0
59829,PJ,M,01/01/2006,standard_schnauzer,Manhattan,10013.0
59830,PIXIE,F,01/01/2009,norfolk_terrier,Brooklyn,11215.0
59831,PRINCESS,F,12/01/2008,pug,Bronx,10459.0
59832,PULGA,F,03/01/2014,schipperke,Bronx,10472.0
59833,TINA,F,11/01/2015,samoyed,Brooklyn,11229.0
59834,TINA,F,07/01/2014,pembroke,Manhattan,10018.0
59835,TEDDY,M,09/01/2011,papillon,Queens,11369.0
59836,SPECK,F,04/01/2013,keeshond,Brooklyn,11217.0
59837,SOPHIE,F,02/01/2016,sealyham_terrier,Manhattan,10010.0
59838,SOLDIER,M,02/01/2014,bouvier_des_flandres,Bronx,10451.0
59839,PANDA ,F,12/01/2011,toy_poodle,Staten Island,10305.0
59840,PANDA,M,01/01/2010,irish_setter,Brooklyn,11201.0
59841,PALMETTO,F,01/01/2003,cardigan,Queens,11104.0
59842,SÖDER,F,08/01/2012,papillon,Manhattan,10025.0
59843,SNOWFLAKE ,M,01/01/2004,beagle,Queens,11378.0
59844,SNOW,F,12/01/2013,kerry_blue_terrier,Manhattan,10025.0
59845,OLIVE ,F,01/01/2006,keeshond,Manhattan,10029.0
59846,OLIVER,M,11/01/2011,malamute,Manhattan,10035.0
59847,OTIS,M,02/01/2015,gordon_setter,Staten Island,10306.0
59848,OTTO,M,05/01/2015,schipperke,Manhattan,10009.0
59849,OSCAR,M,03/01/2013,soft-coated_wheaten_terrier,Queens,11105.0
59850,OREO,M,07/01/2013,bouvier_des_flandres,Manhattan,10280.0
59851,GUINNESS,M,01/01/2009,rottweiler,Manhattan,10029.0
59852,OCEANA,F,03/01/2015,basenji,Brooklyn,11226.0
59853,ODIE,M,03/01/2012,miniature_poodle,Bronx,10471.0
59854,GIZMO,M,10/01/2011,dingo,Bronx,10452.0
59855,BUDDY,M,09/01/2003,ibizan_hound,Manhattan,10065.0
59856,BUGGINGTON ,M,07/01/2015,german_shepherd,Staten Island,10306.0
59857,GIASELLE-CLAIRE-SUKI,F,10/01/2006,golden_retriever,Bronx,10461.0
59858,GEORGE ,M,01/01/2004,bedlington_terrier,Staten Island,10304.0
59859,STELLA,F,05/01/2015,doberman,Manhattan,10013.0
59860,SWIGGLE,M,03/01/2011,irish_setter,Brooklyn,11221.0
59861,STANLEY,M,07/01/2015,silky_terrier,Manhattan,10030.0
59862,STANLEE,M,02/01/2012,basenji,Staten Island,10314.0
59863,STANLEY ,M,01/01/2014,pembroke,Brooklyn,11226.0
59864,STELLA,F,01/01/2016,american_staffordshire_terrier,Staten Island,10308.0
59865,PETE,M,03/01/2006,cardigan,Bronx,10456.0
59866,PETRA,F,08/01/2003,norwegian_elkhound,Manhattan,10038.0
59867,PELUCHIN,M,08/01/2014,norfolk_terrier,Queens,11354.0
59868,PELUCHE,M,08/01/2004,labrador_retriever,Bronx,10457.0
59869,PANG,F,11/01/2009,german_short-haired_pointer,Brooklyn,11218.0
59870,FERGUS,M,03/01/2009,sealyham_terrier,Manhattan,10019.0
59871,EVA,F,03/01/2008,german_short-haired_pointer,Queens,11385.0
59872,ARCHIE,M,12/01/2008,basenji,Brooklyn,11243.0
59873,APPLE,F,01/01/2008,saluki,Manhattan,10013.0
59874,ANNA,F,10/01/2014,black-and-tan_coonhound,Manhattan,10022.0
59875,ALBA ,F,09/01/2010,schipperke,Bronx,10466.0
59876,LOKI,M,01/01/2009,borzoi,Manhattan,10007.0
59877,LOLA ,F,01/01/2006,pekinese,Brooklyn,11222.0
59878,CUPCAKE ,F,09/01/2005,italian_greyhound,Manhattan,10016.0
59879,LIZZY,F,03/01/2003,miniature_pinscher,Brooklyn,11238.0
59880,LILY,F,01/01/2015,entlebucher,Queens,11375.0
59881,LILY,F,11/01/2013,weimaraner,Queens,11379.0
59882,LEXI,F,02/01/2013,border_collie,Manhattan,10028.0
59883,LADY,F,01/01/2001,flat-coated_retriever,Queens,11109.0
59884,DJANGO,M,12/01/2015,whippet,Brooklyn,11224.0
59885,DESTINN,M,01/01/2008,welsh_springer_spaniel,Queens,11375.0
59886,DEUCE,M,10/01/2007,saluki,Staten Island,10309.0
59887,DEWEY,M,01/01/2008,bull_mastiff,Staten Island,10301.0
59888,BUCKY ,M,01/01/2004,kerry_blue_terrier,Manhattan,10011.0
59889,DEMPSEY,M,12/01/2015,miniature_schnauzer,Bronx,10472.0
59890,DASH,M,01/01/2013,wire-haired_fox_terrier,Brooklyn,11201.0
59891,BOOMER,M,07/01/2015,wire-haired_fox_terrier,Manhattan,10030.0
59892,BOOBEE,M,03/01/2013,italian_greyhound,Manhattan,10033.0
59893,BRANDI,F,10/01/2010,malamute,Queens,11364.0
59894,BRONTE,M,09/01/2012,bluetick,Manhattan,10011.0
59895,BRUISER,M,11/01/2009,golden_retriever,Manhattan,10128.0
59896,ZOE ,F,01/01/2000,sussex_spaniel,Manhattan,10022.0
59897,ZOOEY,F,08/01/2015,samoyed,Manhattan,10002.0
59898,NAME NOT PROVIDED,M,12/01/2015,basenji,Manhattan,10038.0
59899,NERO,M,09/01/2014,basenji,Queens,11377.0
59900,NATHAN,M,07/01/2014,sussex_spaniel,Manhattan,10018.0
59901,NICO,M,05/01/2013,scottish_deerhound,Manhattan,10026.0
59902,WINTER,F,12/01/2015,great_dane,Bronx,10473.0
59903,XENA,F,06/01/2012,newfoundland,Bronx,10455.0
59904,AXLE,M,07/01/2013,black-and-tan_coonhound,Staten Island,10301.0
59905,BAILEY,M,01/01/2006,basset,Brooklyn,11238.0
59906,COLE ,M,01/01/2004,rottweiler,Manhattan,10011.0
59907,BANANA,F,08/01/2009,chow,Manhattan,10023.0
59908,DAISY ,F,01/01/2013,chesapeake_bay_retriever,Manhattan,10033.0
59909,CUPCAKE ,F,01/01/2015,rhodesian_ridgeback,Manhattan,10001.0
59910,COWY,F,09/01/2015,tibetan_terrier,Queens,11106.0
59911,COUSTEAU,M,03/01/2015,soft-coated_wheaten_terrier,Manhattan,10023.0
59912,RUBY,F,12/01/2009,german_shepherd,Queens,11372.0
59913,RUBY,F,12/01/2007,italian_greyhound,Staten Island,10312.0
59914,VANNELLI ,M,11/01/2015,samoyed,Queens,11378.0
59915,VICKY,F,02/01/2009,shih-tzu,Queens,11358.0
59916,VALENTINA,F,02/01/2012,irish_wolfhound,Manhattan,10023.0
59917,ROXIE,F,01/01/2007,newfoundland,Manhattan,10025.0
59918,NALA,F,03/01/2012,labrador_retriever,Bronx,10462.0
59919,NAME NOT PROVIDED,F,01/01/2016,dhole,Manhattan,10030.0
59920,,M,10/01/2015,irish_wolfhound,Queens,11421.0
59921,NAME NOT PROVIDED,F,11/01/2015,toy_terrier,Queens,11101.0
59922,NAME NOT PROVIDED,F,12/01/2015,irish_wolfhound,Brooklyn,11219.0
59923,NAME NOT PROVIDED,F,12/01/2015,tibetan_mastiff,Brooklyn,11206.0
59924,NAME NOT PROVIDED,M,01/01/2016,japanese_spaniel,Bronx,10453.0
59925,NAME NOT PROVIDED,M,01/01/2016,lakeland_terrier,Queens,11369.0
59926,MORGAN,M,10/01/2012,african_hunting_dog,Manhattan,10038.0
59927,MOZART,M,11/01/2006,leonberg,Staten Island,10312.0
59928,MURRAY,M,12/01/2015,papillon,Manhattan,10028.0
59929,MUENSTER,M,03/01/2015,pekinese,Bronx,10463.0
59930,WALLACE,M,01/01/2006,golden_retriever,Staten Island,10308.0
59931,WILLOW,F,02/01/2010,staffordshire_bullterrier,Brooklyn,11234.0
59932,KRIPTO,M,03/01/2009,pembroke,Queens,11368.0
59933,MOZART,M,10/01/2007,american_staffordshire_terrier,Brooklyn,11249.0
59934,MORTICIA,F,10/01/2014,bluetick,Brooklyn,11201.0
59935,ROCKY,M,01/01/2009,wire-haired_fox_terrier,Brooklyn,11223.0
59936,ROCKO,M,07/01/2012,shih-tzu,Queens,11418.0
59937,ROCKI ,F,08/01/2010,tibetan_mastiff,Manhattan,10002.0
59938,NALA,F,12/01/2015,papillon,Manhattan,10014.0
59939,ROMEO,M,03/01/2011,german_short-haired_pointer,Manhattan,10026.0
59940,RUBY,F,01/01/2006,australian_terrier,Bronx,10463.0
59941,ROSIE,F,04/01/2007,toy_terrier,Manhattan,10065.0
59942,ROXANNE,F,03/01/2010,great_pyrenees,Brooklyn,11209.0
59943,VANESSA,F,12/01/2015,saint_bernard,Brooklyn,11229.0
59944,UNKOWN,M,01/01/2016,yorkshire_terrier,Brooklyn,11204.0
59945,VERA ,F,01/01/2003,bluetick,Queens,11369.0
59946,VERA,F,01/01/2008,wire-haired_fox_terrier,Queens,11361.0
59947,RUBY,F,02/01/2010,standard_poodle,Queens,11360.0
59948,UNKNOWN,M,12/01/2015,norwich_terrier,Brooklyn,11209.0
59949,KATYA,F,06/01/2015,yorkshire_terrier,Bronx,10463.0
59950,KENNEDY,F,11/01/2013,blenheim_spaniel,Brooklyn,11214.0
59951,COOPER,M,11/01/2015,silky_terrier,Brooklyn,11229.0
59952,CORKY,M,11/01/2003,weimaraner,Manhattan,10036.0
59953,KAJA,F,09/01/2008,irish_water_spaniel,Brooklyn,11209.0
59954,KAHUNA,M,08/01/2006,soft-coated_wheaten_terrier,Manhattan,10029.0
59955,CYNTHIA ,F,01/01/2006,standard_schnauzer,Bronx,10462.0
59956,DAFFY,F,01/01/2003,french_bulldog,Staten Island,10306.0
59957,BARNEY,M,03/01/2010,golden_retriever,Staten Island,10306.0
59958,CODY ,M,04/01/2004,bloodhound,Brooklyn,11232.0
59959,CODY,M,08/01/2010,chesapeake_bay_retriever,Queens,11436.0
59960,COOKIE ,F,01/01/2004,standard_poodle,Queens,11694.0
59961,BABY ,F,11/01/2010,great_pyrenees,Bronx,10467.0
59962,BABBY ,M,12/01/2005,bernese_mountain_dog,Queens,11105.0
59963,AVERY,F,01/01/2011,bedlington_terrier,Manhattan,10026.0
59964,AUGIE,M,11/01/2007,rottweiler,Staten Island,10305.0
59965,ARMANI,M,03/01/2008,pug,Bronx,10462.0
59966,WINSTON,M,09/01/2011,cocker_spaniel,Manhattan,10021.0
59967,NIKO,M,11/01/2013,ibizan_hound,Bronx,10465.0
59968,NELLIE,F,01/01/2008,samoyed,Brooklyn,11209.0
59969,LILO,M,08/01/2012,borzoi,Queens,11379.0
59970,YEHUDA,M,01/01/2012,norwich_terrier,Bronx,10461.0
59971,ZELDA,F,01/01/2010,komondor,Brooklyn,11211.0
59972,ZOOEY,F,10/01/2015,yorkshire_terrier,Queens,11375.0
59973,ZOE ,F,01/01/2005,afghan_hound,Manhattan,10034.0
59974,ZEUS,M,03/01/2012,beagle,Queens,11361.0
59975,BROOKLYN,F,02/01/2011,rhodesian_ridgeback,Manhattan,10028.0
59976,BRONSON,M,11/01/2012,sussex_spaniel,Queens,11004.0
59977,BORI,M,09/01/2011,leonberg,Queens,11354.0
59978,BUDDAH,M,11/01/2012,saluki,Bronx,10467.0
59979,DERBY,M,05/01/2011,siberian_husky,Manhattan,10036.0
59980,DIEGO ,M,11/01/2008,scottish_deerhound,Queens,11692.0
59981,DISCO,M,12/01/2010,miniature_schnauzer,Manhattan,10036.0
59982,LACEY,F,01/01/2005,kerry_blue_terrier,Staten Island,10312.0
59983,LEO,M,10/01/2014,blenheim_spaniel,Bronx,10469.0
59984,LEO,M,05/01/2013,pomeranian,Queens,11358.0
59985,LEXY ,F,12/01/2008,greater_swiss_mountain_dog,Brooklyn,11224.0
59986,LAYLA,F,01/01/2004,great_dane,Manhattan,10013.0
59987,STELLA,F,02/01/2010,chow,Manhattan,10024.0
59988,LEAH,F,07/01/2010,malamute,Brooklyn,11230.0
59989,FRANKIE,M,12/01/2015,saint_bernard,Brooklyn,11235.0
59990,FRANKLIN,M,05/01/2012,japanese_spaniel,Manhattan,10036.0
59991,FRANK ,F,03/01/2015,walker_hound,Brooklyn,11217.0
59992,GABBY,F,05/01/2012,dingo,Queens,11004.0
59993,LO ,M,01/01/2004,borzoi,Queens,11106.0
59994,LOLA ,F,08/01/2015,clumber,Brooklyn,11215.0
59995,LOU,M,02/01/2015,schipperke,Manhattan,10019.0
59996,LOLA ,F,06/01/2011,brabancon_griffon,Brooklyn,11206.0
59997,LOLA,F,03/01/2015,west_highland_white_terrier,Brooklyn,11208.0
59998,AMY,F,06/01/2002,redbone,Bronx,10467.0
59999,FATTY,F,07/01/2010,doberman,Brooklyn,11211.0
60000,FIONA,F,03/01/2013,curly-coated_retriever,Brooklyn,11211.0
60001,FILOU,M,05/01/2009,miniature_schnauzer,Manhattan,10019.0
60002,FIDO,M,02/01/2011,cardigan,Manhattan,10023.0
60003,FINN,M,11/01/2015,great_pyrenees,Manhattan,10025.0
60004,LUCILLE,F,10/01/2010,soft-coated_wheaten_terrier,Queens,11377.0
60005,PAPI,M,03/01/2013,afghan_hound,Queens,11372.0
60006,PATCHES,F,11/01/2008,bedlington_terrier,Queens,11365.0
60007,PEANUT,M,07/01/2015,toy_terrier,Brooklyn,11223.0
60008,PENNY ,F,02/01/2013,rottweiler,Manhattan,10019.0
60009,PEP,M,01/01/2009,saint_bernard,Brooklyn,11218.0
60010,PEPPER,F,05/01/2007,scotch_terrier,Queens,11375.0
60011,PEPPER,F,07/01/2000,miniature_pinscher,Manhattan,10075.0
60012,PETER,M,10/01/2013,doberman,Bronx,10470.0
60013,SPORT ,M,01/01/1999,brabancon_griffon,Queens,11358.0
60014,STANLEY,M,11/01/2015,black-and-tan_coonhound,Brooklyn,11230.0
60015,STANLEY,M,10/01/2012,bull_mastiff,Queens,11379.0
60016,SUPERMAN ,M,10/01/2010,saint_bernard,Queens,11693.0
60017,TALLY,F,12/01/2015,sussex_spaniel,Queens,11105.0
60018,STORM ,M,04/01/2001,rhodesian_ridgeback,Bronx,10462.0
60019,TARA,F,01/01/2010,chow,Manhattan,10034.0
60020,CASEY,F,11/01/2013,lhasa,Staten Island,10312.0
60021,CAROL,F,03/01/2013,redbone,Queens,11102.0
60022,GINGER,F,01/01/2015,malinois,Queens,11369.0
60023,GINGER,F,05/01/2008,kerry_blue_terrier,Queens,11415.0
60024,GEORGE,M,05/01/2007,black-and-tan_coonhound,Manhattan,10025.0
60025,GEORGIE,F,02/01/2009,english_springer,Manhattan,10016.0
60026,BUSTER,M,04/01/2014,otterhound,Queens,11694.0
60027,BUNDLE,M,06/01/2003,miniature_schnauzer,Brooklyn,11233.0
60028,BUDDY,M,02/01/2013,cairn,Manhattan,10010.0
60029,CAMERON,M,10/01/2015,brittany_spaniel,Brooklyn,11206.0
60030,GRACIE ,F,10/01/2007,norwegian_elkhound,Brooklyn,11213.0
60031,NU-NU,F,07/01/2008,pomeranian,Queens,11354.0
60032,OLLIE,M,01/01/2009,rhodesian_ridgeback,Brooklyn,11228.0
60033,SNOOPY ,M,01/01/2006,leonberg,Brooklyn,11223.0
60034,SNOWBALL,F,02/01/2014,briard,Bronx,10462.0
60035,SNOWBALL,M,12/01/2011,west_highland_white_terrier,Queens,11414.0
60036,SNOWY,F,03/01/2005,tibetan_mastiff,Manhattan,10024.0
60037,SNOWY ,F,09/01/2007,ibizan_hound,Brooklyn,11207.0
60038,PABLO,M,12/01/2015,giant_schnauzer,Manhattan,10002.0
60039,SPARK,M,02/01/2016,giant_schnauzer,Brooklyn,11212.0
60040,SPENCER,M,07/01/2015,basenji,Queens,11372.0
60041,SPARKY,M,03/01/2004,labrador_retriever,Manhattan,10019.0
60042,TOBY,M,01/01/2006,saint_bernard,Brooklyn,11215.0
60043,TITAN,M,12/01/2011,silky_terrier,Brooklyn,11206.0
60044,TILLY,F,05/01/2007,afghan_hound,Bronx,10461.0
60045,TEDDY,M,03/01/2009,golden_retriever,Manhattan,10005.0
60046,TEDDY,M,05/01/2008,beagle,Manhattan,10026.0
60047,TAZ,M,12/01/2015,norwegian_elkhound,Queens,11385.0
60048,PUMPKIN ,F,12/01/2003,sussex_spaniel,Brooklyn,11234.0
60049,PRETTY ,F,01/01/2013,chesapeake_bay_retriever,Bronx,10473.0
60050,PRINCE ,M,01/01/2002,bluetick,Brooklyn,11201.0
60051,PRINCE,M,04/01/2012,sealyham_terrier,Bronx,10456.0
60052,MACHO ,M,01/01/2010,norfolk_terrier,Queens,11426.0
60053,EINSTEIN ,M,03/01/2014,saluki,Queens,11373.0
60054,EMMA,F,03/01/2008,miniature_pinscher,QUEENS,11105.0
60055,LUCY,M,02/01/2009,bull_mastiff,Queens,11373.0
60056,LUNA,F,09/01/2009,norwich_terrier,Queens,11414.0
60057,LUNA,F,01/01/2008,schipperke,Brooklyn,11218.0
60058,LULU ,F,01/01/2012,leonberg,Queens,11360.0
60059,BEAR ,M,01/01/2006,wire-haired_fox_terrier,Manhattan,10028.0
60060,BEAU ,M,12/01/2014,american_staffordshire_terrier,Brooklyn,11209.0
60061,BELLA,F,02/01/2015,keeshond,Manhattan,10019.0
60062,BELLA,F,02/01/2009,cairn,Bronx,10454.0
60063,DUTCHESS,F,12/01/2015,pomeranian,Brooklyn,11233.0
60064,DORI ,F,01/01/2011,english_setter,Manhattan,10011.0
60065,BELLE,F,12/01/2015,lakeland_terrier,Manhattan,10023.0
60066,BELLE,F,09/01/2013,tibetan_terrier,Queens,11104.0
60067,BELLE,F,09/01/2009,bouvier_des_flandres,Queens,11417.0
60068,TYSON,M,06/01/2008,yorkshire_terrier,Bronx,10454.0
60069,TYSON,M,05/01/2012,collie,Bronx,10463.0
60070,TUTI,F,09/01/2007,papillon,Bronx,10467.0
60071,TURNER,M,08/01/2007,cairn,Manhattan,10014.0
60072,UNKNOWN,F,12/01/2015,silky_terrier,Manhattan,10002.0
60073,UNKNOWN,F,12/01/2015,brabancon_griffon,Brooklyn,11235.0
60074,UNKNOWN,F,10/01/2015,afghan_hound,Queens,11368.0
60075,REMY,M,01/01/2003,chihuahua,Manhattan,10003.0
60076,RILEY,F,01/01/2011,pembroke,Brooklyn,11225.0
60077,TOMMY,M,03/01/2012,redbone,Queens,11361.0
60078,MARTINI,M,12/01/2008,boxer,Manhattan,10003.0
60079,MARSHALL,M,10/01/2015,lakeland_terrier,Bronx,10455.0
60080,MAGGIE,F,06/01/2012,lhasa,Queens,11358.0
60081,MAGY,F,03/01/2009,border_collie,Manhattan,10030.0
60082,HOLLY,F,03/01/2011,english_foxhound,Queens,11385.0
60083,HERSCHEL,M,01/01/2016,welsh_springer_spaniel,Brooklyn,11217.0
60084,MADISON,F,11/01/2009,tibetan_terrier,Brooklyn,11214.0
60085,HELEN,F,01/01/2012,chow,Brooklyn,11211.0
60086,HAZEL,F,01/01/2006,soft-coated_wheaten_terrier,Brooklyn,11206.0
60087,BERNARD,M,11/01/2013,golden_retriever,Manhattan,10013.0
60088,BERNIE,M,12/01/2012,norwich_terrier,Queens,11694.0
60089,BETH,F,12/01/2009,toy_poodle,Queens,11375.0
60090,HARLEY,F,11/01/2014,old_english_sheepdog,Queens,11361.0
60091,BOHEME ,M,12/01/2015,dingo,Brooklyn,11201.0
60092,GUS,F,07/01/2014,cairn,Manhattan,10001.0
60093,BO,M,01/01/2006,irish_wolfhound,Brooklyn,11211.0
60094,MOMO,M,11/01/2015,italian_greyhound,Manhattan,10014.0
60095,MONSTER ,F,08/01/2004,basset,Manhattan,10075.0
60096,SAWYER,M,12/01/2007,briard,Brooklyn,11209.0
60097,SHADOW,F,01/01/2004,bull_mastiff,Staten Island,10306.0
60098,SETH,M,06/01/2013,chihuahua,Queens,11375.0
60099,SHAMUS,M,03/01/2010,basenji,Manhattan,10010.0
60100,MILO,M,01/01/2011,english_springer,Brooklyn,11211.0
60101,JULIO,M,12/01/2008,norfolk_terrier,Manhattan,10005.0
60102,JULIUS,M,03/01/2013,brittany_spaniel,Queens,11102.0
60103,JETT,F,12/01/2009,entlebucher,Queens,11385.0
60104,MJ ,M,01/01/2007,pomeranian,Brooklyn,11237.0
60105,MISSY,F,01/01/2005,tibetan_mastiff,Brooklyn,11206.0
60106,COCO,F,01/01/2004,mexican_hairless,Queens,11435.0
60107,COCO,F,10/01/2007,silky_terrier,New York,10128.0
60108,CHULO ,M,06/01/2005,pomeranian,Brooklyn,11221.0
60109,CHINX,M,06/01/2015,standard_schnauzer,Bronx,10470.0
60110,CHOLE,F,02/01/2009,redbone,Brooklyn,11204.0
60111,RUDY,M,12/01/2013,bluetick,Brooklyn,11201.0
60112,RUE,F,05/01/2014,silky_terrier,Manhattan,10003.0
60113,MIKA ,F,02/01/2004,soft-coated_wheaten_terrier,Brooklyn,11229.0
60114,SADIE,F,06/01/2014,giant_schnauzer,Staten Island,10310.0
60115,SABOU,F,06/01/2002,bull_mastiff,Brooklyn,11205.0
60116,SAMPSON,M,07/01/2011,pug,Manhattan,10028.0
60117,SAMSON,M,01/01/2006,irish_terrier,Bronx,10467.0
60118,SANTINO,M,10/01/2012,silky_terrier,Staten Island,10306.0
60119,SANDY,F,08/01/2014,weimaraner,BROOKLYN,11209.0
60120,SARGEANT ,M,03/01/2008,samoyed,Brooklyn,11221.0
60121,SARGE,M,12/01/2007,irish_terrier,Staten Island,10305.0
60122,CHEEKY,F,07/01/2009,standard_poodle,Brooklyn,11211.0
60123,CHARLIE ,M,12/01/2012,toy_poodle,Manhattan,10016.0
60124,CHARLIE,M,05/01/2014,chesapeake_bay_retriever,Brooklyn,11235.0
60125,CEECEE,F,01/01/2010,english_setter,Staten Island,10308.0
60126,ISABELLA,F,11/01/2001,eskimo_dog,Brooklyn,11209.0
60127,CHESTER,M,05/01/2009,black-and-tan_coonhound,Manhattan,10024.0
60128,JAKE,M,01/01/2005,cardigan,Bronx,10462.0
60129,MAX,M,05/01/2010,african_hunting_dog,Bronx,10462.0
60130,MAX,M,05/01/2015,cairn,Staten Island,10306.0
60131,JAMES,M,09/01/2009,bernese_mountain_dog,Manhattan,10025.0
60132,MICKEY,M,01/01/2006,chihuahua,Queens,11435.0
60133,MICKEY,M,03/01/2014,cocker_spaniel,Manhattan,10028.0
60134,MIA,F,02/01/2005,irish_water_spaniel,Queens,11357.0
60135,MELVIN ,M,10/01/2008,saint_bernard,Manhattan,10014.0
60136,MIA ,F,01/01/2014,german_shepherd,Brooklyn,11221.0
60137,MAXIMUS ,M,12/01/2015,vizsla,Queens,11414.0
60138,MAX,M,09/01/2015,dhole,Manhattan,10010.0
60139,MAYA,F,10/01/2015,airedale,Manhattan,10002.0
60140,TAZ ,M,11/01/1999,great_dane,Manhattan,10036.0
60141,TAZ ,F,09/01/2008,pug,Manhattan,10028.0
60142,TEDDIE,F,07/01/2004,miniature_poodle,Manhattan,10019.0
60143,TEDDY,M,03/01/2013,newfoundland,Manhattan,10065.0
60144,TOBEY,M,04/01/2007,standard_poodle,Manhattan,10035.0
60145,TITO,M,06/01/2015,leonberg,Manhattan,10014.0
60146,TIFFANY,F,07/01/2002,scottish_deerhound,Manhattan,10029.0
60147,THORNE,M,03/01/2008,american_staffordshire_terrier,Bronx,10454.0
60148,TIBBY,M,12/01/2015,siberian_husky,Manhattan,10075.0
60149,SOOKIE,F,06/01/2008,pug,Bronx,10455.0
60150,OZZIE,F,07/01/2001,miniature_schnauzer,Manhattan,10028.0
60151,SKY,F,01/01/2007,chesapeake_bay_retriever,Manhattan,10022.0
60152,SKIP ,M,01/01/2004,boston_bull,Queens,11378.0
60153,SIMON,M,10/01/2009,entlebucher,Manhattan,10009.0
60154,SIR ,M,04/01/2005,rhodesian_ridgeback,Manhattan,10012.0
60155,SMOKEY ,M,05/01/2008,groenendael,Bronx,10461.0
60156,SMOKEY,M,12/01/2010,dingo,Manhattan,10023.0
60157,SKYLER,M,03/01/2011,appenzeller,Manhattan,10006.0
60158,SMOKEY,M,05/01/2015,african_hunting_dog,Brooklyn,11206.0
60159,OLIVIA,F,11/01/2014,siberian_husky,Queens,11363.0
60160,OLIVE,F,04/01/2013,irish_wolfhound,Manhattan,10022.0
60161,OTTO,M,01/01/2009,affenpinscher,Bronx,10469.0
60162,OTIS,M,01/01/2010,tibetan_terrier,Brooklyn,11215.0
60163,GUINNESS,M,08/01/2005,great_pyrenees,Queens,11385.0
60164,GOLIATH,M,10/01/2010,otterhound,Queens,11377.0
60165,GIZMO,M,12/01/2007,doberman,Staten Island,10306.0
